No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Picture_URL,sus,amogus
838,Carkol,Carkol,8,1.1m,78.0kg,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,120,144,1059860,Ordinary,80,60,90,60,70,50,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/838.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
839,Coalossal,Coalossal,8,2.8m,310.5kg,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,45,255,1059860,Ordinary,110,80,120,80,90,30,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/839.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
840,Applin,Applin,8,0.2m,0.5kg,Grass,Dragon,Ripen,Gluttony,Bulletproof,Green,50,50,0,20,Grass,Dragon,255,52,600000,Ordinary,40,40,80,40,40,20,260,https://assets.pokemon.com/assets/cms2/img/pokedex/full/840.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
841,Flapple,Flapple,8,0.3m,1.0kg,Grass,Dragon,Ripen,Gluttony,Hustle,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,70,110,80,95,60,70,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/841.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
842,Appletun,Appletun,8,0.4m,13.0kg,Grass,Dragon,Ripen,Gluttony,Thick Fat,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,110,85,80,100,80,30,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/842.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
843,Silicobra,Silicobra,8,2.2m,7.6kg,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,255,63,1000000,Ordinary,52,57,75,35,50,46,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/843.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
844,Sandaconda,Sandaconda,8,3.8m,65.5kg,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,120,179,1000000,Ordinary,72,107,125,65,70,71,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/844.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
845,Cramorant,Cramorant,8,0.8m,18.0kg,Flying,Water,Gulp Missile,,,Blue,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,70,85,55,85,95,85,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/845.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
846,Arrokuda,Arrokuda,8,0.5m,1.0kg,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,255,56,1250000,Ordinary,41,63,40,40,30,66,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/846.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
847,Barraskewda,Barraskewda,8,1.3m,30.0kg,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,60,172,1250000,Ordinary,61,123,60,60,50,136,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/847.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
848,Toxel,Toxel,8,0.4m,11.0kg,Electric,Poison,Rattled,Static,Klutz,Purple,50,50,0,25,Undiscovered,,75,48,1059860,Ordinary,40,38,35,54,35,40,242,https://assets.pokemon.com/assets/cms2/img/pokedex/full/848.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
849,Toxtricity,Toxtricity Amped Form,8,1.6m,40.0kg,Electric,Poison,Punk Rock,Plus,Technician,Purple,50,50,0,25,Human-Like,,45,176,1059860,Ordinary,75,98,70,114,70,75,502,https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
849,Toxtricity,Toxtricity Low-Key Form,8,1.6m,40.0kg,Electric,Poison,Punk Rock,Minus,Technician,Purple,50,50,0,25,Human-Like,,45,176,1059860,Ordinary,75,98,70,114,70,75,502,https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
850,Sizzlipede,Sizzlipede,8,0.7m,1.0kg,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,190,61,1000000,Ordinary,50,65,45,50,50,45,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/850.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
851,Centiskorch,Centiskorch,8,3.0m,120.0kg,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,75,184,1000000,Ordinary,100,115,65,90,90,65,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/851.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
852,Clobbopus,Clobbopus,8,0.6m,4.0kg,Fighting,,Limber,,Technician,Brown,50,50,0,25,Water1,Human-Like,180,62,1059860,Ordinary,50,68,60,50,50,32,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/852.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
853,Grapploct,Grapploct,8,1.6m,39.0kg,Fighting,,Limber,,Technician,Blue,50,50,0,25,Water1,Human-Like,45,168,1059860,Ordinary,80,118,90,70,80,42,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/853.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
854,Sinistea,Sinistea,8,0.1m,0.2kg,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,120,62,1000000,Ordinary,40,45,45,74,54,50,308,https://assets.pokemon.com/assets/cms2/img/pokedex/full/854.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
855,Polteageist,Polteageist,8,0.2m,0.4kg,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,60,178,1000000,Ordinary,60,65,65,134,114,70,508,https://assets.pokemon.com/assets/cms2/img/pokedex/full/855.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
856,Hatenna,Hatenna,8,0.4m,3.4kg,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,235,53,1250000,Ordinary,42,30,45,56,53,39,265,https://assets.pokemon.com/assets/cms2/img/pokedex/full/856.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
857,Hattrem,Hattrem,8,0.6m,4.8kg,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,120,130,1250000,Ordinary,57,40,65,86,73,49,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/857.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
858,Hatterene,Hatterene,8,2.1m,5.1kg,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,45,255,1250000,Ordinary,57,90,95,136,103,29,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/858.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
859,Impidimp,Impidimp,8,0.4m,5.5kg,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,255,53,1000000,Ordinary,45,45,30,55,40,50,265,https://assets.pokemon.com/assets/cms2/img/pokedex/full/859.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
860,Morgrem,Morgrem,8,0.8m,12.5kg,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,120,130,1000000,Ordinary,65,60,45,75,55,70,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/860.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
861,Grimmsnarl,Grimmsnarl,8,1.5m,61.0kg,Dark,Fairy,Prankster,Frisk,Pickpocket,Purple,100,0,0,20,Fairy,Human-Like,45,255,1000000,Ordinary,95,120,65,95,75,60,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/861.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
862,Obstagoon,Obstagoon,8,1.6m,46.0kg,Dark,Normal,Reckless,Guts,Defiant,Gray,50,50,0,15,Ground,,45,260,1000000,Ordinary,93,90,101,60,81,95,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/862.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
863,Perrserker,Perrserker,8,0.8m,28.0kg,Steel,,Battle Armor,Tough Claws,Steely Spirit,Brown,50,50,0,20,Ground,,90,154,1000000,Ordinary,70,110,100,50,60,50,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/863.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
864,Cursola,Cursola,8,1.0m,0.4kg,Ghost,,Weak Armor,,Perish Body,White,25,75,0,20,Water1,Water3,30,179,800000,Ordinary,60,95,50,145,130,30,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/864.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
865,Sirfetch'd,Sirfetch'd,8,0.8m,117.0kg,Fighting,,Steadfast,,Scrappy,White,50,50,0,20,Flying,Ground,45,177,1000000,Ordinary,62,135,95,68,82,65,507,https://assets.pokemon.com/assets/cms2/img/pokedex/full/865.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
866,Mr. Rime,Mr. Rime,8,1.5m,58.2kg,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Purple,50,50,0,25,Human-Like,,45,182,1000000,Ordinary,80,85,75,110,100,70,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/866.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
867,Runerigus,Runerigus,8,1.6m,66.6kg,Ground,Ghost,Wandering Spirit,,,Gray,50,50,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,58,95,145,50,105,30,483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/867.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
868,Milcery,Milcery,8,0.2m,0.3kg,Fairy,,Sweet Veil,,Aroma Veil,White,0,100,0,20,Fairy,Amorphous,200,54,1000000,Ordinary,45,40,40,50,61,34,270,https://assets.pokemon.com/assets/cms2/img/pokedex/full/868.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
869,Alcremie,Alcremie,8,0.3m,0.5kg,Fairy,,Sweet Veil,,Aroma Veil,White,0,100,0,20,Fairy,Amorphous,100,173,1000000,Ordinary,65,60,75,110,121,64,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/869.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
870,Falinks,Falinks,8,3.0m,62.0kg,Fighting,,Battle Armor,,Defiant,Yellow,0,0,100,25,Fairy,Mineral,45,165,1000000,Ordinary,65,100,100,70,60,75,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/870.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
871,Pincurchin,Pincurchin,8,0.3m,1.0kg,Electric,,Lightning Rod,,Electric Surge,Purple,50,50,0,20,Water1,Amorphous,75,152,1000000,Ordinary,48,101,95,91,85,15,435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/871.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
872,Snom,Snom,8,0.3m,3.8kg,Ice,Bug,Shield Dust,,Ice Scales,White,50,50,0,20,Bug,,190,37,1000000,Ordinary,30,25,35,45,30,20,185,https://assets.pokemon.com/assets/cms2/img/pokedex/full/872.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
873,Frosmoth,Frosmoth,8,1.3m,42.0kg,Ice,Bug,Shield Dust,,Ice Scales,White,50,50,0,20,Bug,,75,166,1000000,Ordinary,70,65,60,125,90,65,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/873.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
874,Stonjourner,Stonjourner,8,2.5m,520.0kg,Rock,,Power Spot,,,Gray,50,50,0,25,Mineral,,60,165,1250000,Ordinary,100,125,135,20,20,70,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/874.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
875,Eiscue,Eiscue Ice Face,8,1.4m,89.0kg,Ice,,Ice Face,,,Blue,50,50,0,25,Water1,Ground,60,165,1250000,Ordinary,75,80,110,65,90,50,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/875.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
875,Eiscue,Eiscue Noice Face,8,1.4m,89.0kg,Ice,,Ice Face,,,Blue,50,50,0,25,Water1,Ground,60,165,1250000,Ordinary,75,80,70,65,50,130,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/875.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
876,Indeedee,Indeedee Male,8,0.9m,28.0kg,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Purple,100,0,0,40,Fairy,,30,166,800000,Ordinary,60,65,55,105,95,95,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/876.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
876,Indeedee,Indeedee Female,8,0.9m,28.0kg,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,Purple,0,100,0,40,Fairy,,30,166,800000,Ordinary,70,55,65,95,105,85,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/876.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
877,Morpeko,Morpeko Full Berry Mode,8,0.3m,3.0kg,Electric,Dark,Hunger Switch,,,Yellow,50,50,0,10,Ground,Fairy,180,153,1000000,Ordinary,58,95,58,70,58,97,436,https://assets.pokemon.com/assets/cms2/img/pokedex/full/877.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
877,Morpeko,Morpeko Hangry Mode,8,0.3m,3.0kg,Electric,Dark,Hunger Switch,,,Purple,50,50,0,10,Ground,Fairy,180,153,1000000,Ordinary,58,95,58,70,58,97,436,https://assets.pokemon.com/assets/cms2/img/pokedex/full/877.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
878,Cufant,Cufant,8,1.2m,100.0kg,Steel,,Sheer Force,,Heavy Metal,Yellow,50,50,0,25,Ground,Mineral,190,66,1000000,Ordinary,72,80,49,40,49,40,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/878.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
879,Copperajah,Copperajah,8,3.0m,650.0kg,Steel,,Sheer Force,,Heavy Metal,Green,50,50,0,25,Ground,Mineral,90,175,1000000,Ordinary,122,130,69,80,69,30,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/879.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
880,Dracozolt,Dracozolt,8,1.8m,190.0kg,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,Green,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,100,90,80,70,75,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/880.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
881,Arctozolt,Arctozolt,8,2.3m,150.0kg,Electric,Ice,Volt Absorb,Static,Slush Rush,Blue,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,100,90,90,80,55,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/881.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
882,Dracovish,Dracovish,8,2.3m,215.0kg,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,Green,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,90,100,70,80,75,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/882.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
883,Arctovish,Arctovish,8,2.0m,175.0kg,Water,Ice,Water Absorb,Ice Body,Slush Rush,Blue,0,0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,90,100,80,90,55,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/883.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
884,Duraludon,Duraludon,8,1.8m,40.0kg,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,White,50,50,0,30,Mineral,Dragon,45,187,1000000,Ordinary,70,95,115,120,50,85,535,https://assets.pokemon.com/assets/cms2/img/pokedex/full/884.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
885,Dreepy,Dreepy,8,0.5m,2.0kg,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,54,1250000,Ordinary,28,60,30,40,30,82,270,https://assets.pokemon.com/assets/cms2/img/pokedex/full/885.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
886,Drakloak,Drakloak,8,1.4m,11.0kg,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,144,1250000,Ordinary,68,80,50,60,50,102,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/886.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
887,Dragapult,Dragapult,8,3.0m,50.0kg,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50,50,0,40,Amorphous,Dragon,45,300,1250000,Ordinary,88,120,75,100,75,142,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/887.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
888,Zacian,Zacian Hero of Many Battles,8,2.8m,110.0kg,Fairy,,Intrepid Sword,,,Blue,0,0,100,120,Undiscovered,,10,330,1250000,Legendary,92,120,115,80,115,138,660,https://assets.pokemon.com/assets/cms2/img/pokedex/full/888.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
888,Zacian,Zacian Crowned Sword,8,2.8m,355.0kg,Fairy,Steel,Intrepid Sword,,,Blue,0,0,100,120,Undiscovered,,10,350,1250000,Legendary,92,150,115,80,115,148,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/888.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
889,Zamazenta,Zamazenta Hero of Many Battles,8,2.9m,210.0kg,Fighting,,Dauntless Shield,,,Red,0,0,100,120,Undiscovered,,10,330,1250000,Legendary,92,120,115,80,115,138,660,https://assets.pokemon.com/assets/cms2/img/pokedex/full/889.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
889,Zamazenta,Zamazenta Crowned Shield,8,2.9m,785.0kg,Fighting,Steel,Dauntless Shield,,,Red,0,0,100,120,Undiscovered,,10,350,1250000,Legendary,92,120,140,80,140,128,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/889.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
890,Eternatus,Eternatus,8,20.0m,950.0kg,Poison,Dragon,Pressure,,,Purple,0,0,100,120,Undiscovered,,255,345,1250000,Legendary,140,85,95,145,95,130,690,https://assets.pokemon.com/assets/cms2/img/pokedex/full/890.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
890,Eternatus,Eternamax Eternatus,8,100.0m,0.0kg,Poison,Dragon,Pressure,,,Purple,0,0,100,120,Undiscovered,,255,563,1250000,Legendary,255,115,250,125,250,130,1125,https://assets.pokemon.com/assets/cms2/img/pokedex/full/890.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
891,Kubfu,Kubfu,8,0.6m,12.0kg,Fighting,,Inner Focus,,No Guard,Gray,87.5,12.5,0,120,Undiscovered,,3,77,1250000,Semi-Legendary,60,90,60,53,50,72,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/891.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
892,Urshifu,Urshifu Single Strike Style,8,1.9m,105.0kg,Fighting,Dark,Unseen Fist,,,Gray,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,100,130,100,63,60,97,550,https://assets.pokemon.com/assets/cms2/img/pokedex/full/892.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
892,Urshifu,Urshifu Rapid Strike Style,8,1.9m,105.0kg,Fighting,Water,Unseen Fist,,,Gray,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,100,130,100,63,60,97,550,https://assets.pokemon.com/assets/cms2/img/pokedex/full/892.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
893,Zarude,Zarude,8,1.8m,70.0kg,Dark,Grass,Leaf Guard,,,Green,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,105,120,105,70,95,105,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/893.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
894,Regieleki,Regieleki,8,1.2m,145.0kg,Electric,,Transistor,,,Yellow,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,80,100,50,100,50,200,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/894.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
895,Regidrago,Regidrago,8,2.1m,200.0kg,Dragon,,Dragon's Maw,,,Green,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,200,100,50,100,50,80,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/895.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
896,Glastrier,Glastrier,8,2.2m,800.0kg,Ice,,Chilling Neigh,,,White,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,100,145,130,65,110,30,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/896.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
897,Spectrier,Spectrier,8,2.0m,44.5kg,Ghost,,Grim Neigh,,,Black,0,0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,100,65,60,145,80,130,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/897.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
898,Calyrex,Calyrex,8,1.1m,7.7kg,Psychic,Grass,Unnerve,,,Green,0,0,100,120,Undiscovered,,3,250,1250000,Legendary,100,80,80,80,80,80,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/898.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
898,Calyrex,Calyrex Ice Rider,8,2.4m,809.1kg,Psychic,Ice,As One,,,White,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,100,165,150,85,130,50,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/898.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
898,Calyrex,Calyrex Shadow Rider,8,2.4m,53.6kg,Psychic,Ghost,As One,,,Black,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,100,85,80,165,100,150,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/898.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
899,Wyrdeer,Wyrdeer,8,1.8m,95.1kg,Normal,Psychic,Intimidate,Frisk,Sap Sipper,White,50,50,0,20,Ground,,45,263,1250000,Ordinary,103,105,72,105,75,65,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/899.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
900,Kleavor,Kleavor,8,1.8m,89.0kg,Bug,Rock,Swarm,Sheer Force,Sharpness,Brown,50,50,0,20,Bug,,15,175,1000000,Ordinary,70,130,95,45,75,85,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/900.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
901,Ursaluna,Ursaluna,8,2.4m,290.0kg,Ground,Normal,Guts,Bulletproof,Unnerve,Brown,50,50,0,20,Ground,,20,275,1000000,Ordinary,130,140,105,45,80,50,550,https://assets.pokemon.com/assets/cms2/img/pokedex/full/901.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
902,Basculegion,Basculegion Male,8,3.0m,110.0kg,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,100,0,0,20,Water2,,45,265,1000000,Ordinary,120,112,65,80,75,78,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/902.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
902,Basculegion,Basculegion Felame,8,3.0m,110.0kg,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,0,100,0,20,Water2,,45,265,1000000,Ordinary,120,92,65,100,75,78,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/902.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
903,Sneasler,Sneasler,8,1.3m,43.0kg,Fighting,Poison,Pressure,Unburden,Poison Touch,Purple,50,50,0,20,Ground,,20,102,1059860,Ordinary,80,130,60,40,80,120,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/903.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
904,Overqwil,Overqwil,8,2.5m,60.5kg,Dark,Poison,Poison Point,Swift Swim,Intimidate,Gray,50,50,0,20,Water2,,45,179,1000000,Ordinary,85,115,95,65,65,85,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/904.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
905,Enamorus,Enamorus Incarnate Style,8,1.6m,48.0kg,Fairy,Flying,Cute Charm,,Contrary,Pink,0,100,0,20,Undiscovered,,3,116,1250000,Semi-Legendary,74,115,70,135,80,106,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/905.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
905,Enamorus,Enamorus Therian Style,8,1.6m,48.0kg,Fairy,Flying,Overcoat,,,Pink,0,100,0,20,Undiscovered,,3,116,1250000,Semi-Legendary,74,115,110,135,100,46,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/905.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
906,Sprigatito,Sprigatito,9,0.4m,4.1kg,Grass,,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,40,61,54,45,45,65,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/906.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
907,Floragato,Floragato,9,0.9m,12.2kg,Grass,,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,144,1059860,Ordinary,61,80,63,60,63,83,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/907.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
908,Meowscarada,Meowscarada,9,1.5m,31.2kg,Grass,Dark,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,76,110,70,81,70,123,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/908.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
909,Fuecoco,Fuecoco,9,0.4m,9.8kg,Fire,,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,67,45,59,63,40,36,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/909.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
910,Crocalor,Crocalor,9,1.0m,30.7kg,Fire,,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,144,1059860,Ordinary,81,55,78,90,58,49,411,https://assets.pokemon.com/assets/cms2/img/pokedex/full/910.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
911,Skeledirge,Skeledirge,9,1.6m,326.5kg,Fire,Ghost,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,104,75,100,110,75,66,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/911.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
